tiempo,temp1,temp2,temp3,temp4,temp5,temp6
211,199.2,339.1,410,520.1,571.8,616.9
211.2,199.3,339,409.9,519.9,571.5,616.6
211.4,199.1,338.7,409.7,519.5,571.2,616.3
211.6,199,338.7,409.5,519.2,571,616
211.8,198.9,338.3,409.4,519,570.7,615.6
212,198.9,338.4,409.1,518.8,570.4,615.4
212.2,198.7,338.1,408.9,518.5,570.2,615.2
212.4,198.6,337.9,408.8,518.3,569.9,614.9
212.6,198.6,337.8,408.6,517.9,569.7,614.5
212.8,198.6,337.7,408.4,517.6,569.3,614.2
213,198.4,337.5,408.3,517.5,569,613.8
213.2,198.3,337.3,408,517.4,568.7,613.6
213.4,198.3,337.2,407.8,516.9,568.5,613.3
213.6,198.1,337.2,407.7,516.7,568.1,613.1
213.8,198.1,336.8,407.4,516.4,568,612.8
214,197.9,336.7,407.4,516.3,567.6,612.3
214.2,197.8,336.6,407.1,515.9,567.4,612.2
214.4,197.7,336.5,407,515.6,567.1,611.9
214.6,197.6,336.3,406.8,515.6,566.8,611.5
214.8,197.4,336.1,406.6,515.1,566.5,611.1
215,197.5,335.9,406.4,515,566.3,610.9
215.2,197.3,335.6,406.2,514.7,565.9,610.5
215.4,197.2,335.7,406.1,514.4,565.8,610.4
215.6,197.2,335.5,405.8,514.2,565.5,610.1
215.8,196.9,335.3,405.7,514,565,609.8
216,197,335.2,405.3,513.8,564.9,609.3
216.2,196.9,335.1,405.2,513.3,564.5,609.1
216.4,196.9,334.8,404.9,513.2,564.2,608.9
216.6,196.6,334.7,404.8,513,564,608.6
216.8,196.6,334.6,404.7,512.7,563.8,608.2
217,196.4,334.6,404.4,512.4,563.5,608
217.2,196.4,334.2,404.3,512.3,563.2,607.6
217.4,196.3,334.1,404.1,512,562.9,607.5
217.6,196,334,403.8,511.8,562.7,607
217.8,196.1,333.8,403.6,511.5,562.3,606.8
218,195.9,333.6,403.5,511.2,562.1,606.5
218.2,195.9,333.7,403.2,511.1,561.7,606.2
218.4,195.9,333.5,403,510.8,561.6,605.9
218.6,195.6,333,402.8,510.6,561.2,605.6
218.8,195.7,333.2,402.7,510.2,561,605.3
219,195.5,332.9,402.3,510,560.8,604.9
219.2,195.4,332.7,402.3,509.9,560.4,604.6
219.4,195.3,332.7,402,509.6,560.1,604.5
219.6,195.2,332.6,401.8,509.3,559.8,604
219.8,195.1,332.3,401.6,509,559.5,604
220,194.9,332.1,401.4,508.8,559.4,603.6
220.2,194.7,332.1,401.2,508.5,559,603.3
220.4,194.7,331.8,401.1,508.3,558.8,602.9
220.6,194.8,331.6,400.9,508,558.5,602.7
220.8,194.6,331.7,400.6,507.8,558.3,602.5
221,194.6,331.5,400.5,507.5,558,602.2
221.2,194.5,331.4,400.2,507.2,557.6,601.7
221.4,194.3,331.1,400.1,507.1,557.5,601.4
221.6,194.2,331.1,399.8,506.8,557.1,601.2
221.8,194.1,330.9,399.7,506.7,556.8,601
222,194,330.8,399.4,506.4,556.6,600.8
222.2,193.8,330.7,399.2,506.1,556.4,600.5
222.4,193.7,330.5,399.1,505.8,556.1,600.1
222.6,193.6,330.3,398.8,505.6,555.8,599.7
222.8,193.7,330.1,398.7,505.4,555.5,599.5
223,193.5,330.1,398.4,505.1,555.2,599.2
223.2,193.4,329.8,398.2,505,554.9,599
223.4,193.3,329.9,397.9,504.6,554.5,598.6
223.6,193.3,329.6,397.8,504.3,554.4,598.4
223.8,193.2,329.5,397.8,504.1,554.1,598
224,193.1,329.5,397.5,503.8,553.8,597.8
224.2,193,329.2,397.3,503.7,553.5,597.4
224.4,192.9,329.1,397.1,503.3,553.3,597.1
224.6,192.6,328.9,396.8,503.1,553,596.9
224.8,192.9,328.8,396.6,502.9,552.8,596.6
225,192.7,328.8,396.7,502.8,552.6,596.5
225.2,192.5,328.5,396.3,502.5,552.4,596.1
225.4,192.6,328.4,396,502.1,551.9,595.9
225.6,192.5,328.2,395.9,501.9,551.9,595.5
225.8,192.4,328.2,395.7,501.7,551.5,595.2
226,192.3,328.1,395.5,501.4,551.3,594.8
226.2,192,327.8,395.3,501.1,550.8,594.5
226.4,192.2,327.6,395.2,500.8,550.7,594.3
226.6,192,327.5,395,500.6,550.3,594.1
226.8,192,327.3,394.9,500.4,550.1,593.7
227,191.9,327.2,394.6,500.2,549.9,593.4
227.2,192,327.1,394.3,500,549.7,593.1
227.4,191.7,326.9,394.2,499.9,549.3,592.8
227.6,191.6,326.7,394.1,499.5,549.1,592.6
227.8,191.6,326.7,393.9,499.2,548.9,592.3
228,191.5,326.5,393.6,499,548.5,592
228.2,191.4,326.3,393.5,498.8,548.4,591.7
228.4,191.3,326.2,393.3,498.3,548,591.4
228.6,191.2,326.1,393.2,498.1,547.8,591.1
228.8,191.1,325.7,392.7,498.1,547.6,591
229,191.1,325.7,392.7,497.9,547.3,590.6
229.2,191,325.6,392.5,497.6,546.9,590.3
229.4,190.9,325.4,392.4,497.3,546.8,590
229.6,190.9,325.3,392.2,497.1,546.5,589.8
229.8,190.9,325.2,391.9,496.7,546.4,589.3
230,190.6,325.1,391.9,496.6,546,589.2
230.2,190.6,325,391.7,496.3,545.7,588.9
230.4,190.5,324.7,391.4,496,545.5,588.8
230.6,190.4,324.5,391.3,495.9,545.2,588.4
230.8,190.3,324.5,391.1,495.6,545,588.1
231,190.4,324.3,391,495.4,544.8,587.8
231.2,190.4,324.2,390.7,495.2,544.4,587.6
231.4,190,323.9,390.6,495,544.2,587.2
231.6,190.1,323.7,390.4,494.7,543.9,587.1
231.8,189.9,323.6,390.2,494.4,543.8,586.9
232,189.9,323.5,390.1,494.2,543.4,586.3
232.2,189.9,323.5,389.8,494,543.3,586.3
232.4,189.8,323.2,389.6,493.8,543,585.9
232.6,189.7,323.1,389.4,493.5,542.6,585.7
232.8,189.6,322.9,389.3,493.3,542.4,585.5
233,189.6,322.7,389.1,493,542.3,585.1
233.2,189.3,322.4,388.9,492.7,541.8,584.9
233.4,189.3,322.4,388.8,492.6,541.8,584.6
233.6,189.4,322.3,388.5,492.4,541.4,584.2
233.8,189.1,322.2,388.4,492.2,541.3,584
234,189.2,322,388.1,491.9,540.9,583.6
234.2,189,321.8,387.9,491.7,540.7,583.4
234.4,189.1,321.6,387.9,491.5,540.5,583.2
234.6,188.9,321.5,387.7,491.2,540.2,583
234.8,188.9,321.5,387.4,491,539.8,582.7
235,188.7,321.2,387.4,490.8,539.7,582.3
235.2,188.7,321.1,387.1,490.4,539.3,582
235.4,188.5,320.8,386.9,490.2,539.2,581.8
235.6,188.5,320.7,386.9,490,538.9,581.6
235.8,188.4,320.4,386.6,489.8,538.8,581.3
236,188.3,320.4,386.3,489.7,538.4,581
236.2,188.1,320.2,386.2,489.4,538.2,580.8
236.4,188.1,320.1,386,489.2,537.9,580.5
236.6,188.1,320,385.9,489,537.7,580.3
236.8,188,319.8,385.7,488.7,537.4,579.8
237,187.9,319.6,385.6,488.6,537.1,579.6
237.2,187.9,319.5,385.3,488.3,537,579.5
237.4,187.7,319.3,385.1,488.1,536.6,579.2
237.6,187.7,319.3,385.1,487.9,536.4,578.7
237.8,187.5,318.9,384.8,487.7,536.2,578.6
238,187.6,319,384.6,487.4,535.9,578.4
238.2,187.4,318.7,384.5,487.2,535.6,578.1
238.4,187.4,318.5,384.4,487,535.4,577.8
238.6,187.5,318.4,384.2,486.6,535.3,577.5
238.8,187.2,318.4,384,486.4,534.9,577.3
239,187.1,318.1,383.8,486.2,534.7,576.9
239.2,187.1,318.1,383.6,486,534.4,576.8
239.4,187.1,317.8,383.5,485.8,534.2,576.5
239.6,186.9,317.8,383.1,485.5,533.9,576.3
239.8,186.9,317.6,383.1,485.5,533.6,575.9
240,186.9,317.3,382.9,485.1,533.4,575.6
240.2,186.9,317.2,382.5,484.8,533.2,575.4
240.4,186.8,317,382.3,484.6,532.9,575.1
240.6,186.8,316.8,382.4,484.5,532.5,574.8
240.8,186.7,316.8,382.2,484,532.5,574.6
241,186.6,316.7,382.1,484,532.1,574.3
241.2,186.6,316.5,381.9,483.7,531.8,574
241.4,186.5,316.4,381.8,483.5,531.7,573.7
241.6,186.3,316.2,381.4,483.3,531.4,573.4
241.8,186.3,316,381.4,483.1,531.1,573.2
242,186.2,315.9,381.2,482.8,530.8,572.9
242.2,186.2,315.6,381,482.7,530.6,572.8
242.4,186,315.5,380.8,482.4,530.3,572.4
242.6,186.1,315.3,380.5,482.2,530.3,572.2
242.8,186,315.2,380.6,482,530,571.8
243,185.9,315.1,380.3,481.7,529.5,571.6
243.2,185.7,314.8,380.1,481.6,529.5,571.4
243.4,185.8,314.8,380.1,481.2,529.1,571.1
243.6,185.9,314.5,379.8,481,528.9,570.7
243.8,185.7,314.5,379.6,481,528.7,570.6
244,185.5,314.2,379.4,480.6,528.3,570.2
244.2,185.5,314.3,379.3,480.4,528,570
244.4,185.4,314,379.2,480.3,528,569.8
244.6,185.3,313.9,378.9,480.1,527.5,569.5
244.8,185.2,313.8,378.8,479.7,527.3,569.1
245,185.2,313.6,378.5,479.6,527.1,568.9
245.2,185.2,313.4,378.5,479.3,526.9,568.6
245.4,185,313.4,378.2,479.1,526.6,568.4
245.6,185,313.2,378.1,478.9,526.5,568.2
245.8,184.9,313,378,478.7,526.1,567.9
246,184.7,312.9,377.8,478.6,525.9,567.5
246.2,184.8,312.7,377.8,478.3,525.7,567.3
246.4,184.7,312.6,377.5,478.1,525.5,567.1
246.6,184.6,312.5,377.4,477.9,525.1,566.8
246.8,184.4,312.5,377.1,477.7,525,566.6
247,184.4,312.2,376.9,477.4,524.7,566.2
247.2,184.4,312,376.7,477.3,524.4,566
247.4,184.2,311.9,376.6,477,524.3,565.9
247.6,184.3,311.9,376.5,476.8,524,565.4
247.8,184.3,311.6,376.2,476.6,523.9,565.2
248,184.1,311.5,376,476.2,523.6,565
248.2,184,311.3,375.9,476.2,523.2,564.8
248.4,184,311.2,375.7,475.8,522.9,564.6
248.6,183.8,311.1,375.5,475.7,522.8,564.2
248.8,183.6,311,375.5,475.5,522.6,563.8
249,183.9,310.9,375.1,475.4,522.3,563.7
249.2,183.6,310.7,375.1,475,522.1,563.3
249.4,183.6,310.5,374.9,474.8,521.9,563.2
249.6,183.5,310.5,374.7,474.6,521.6,562.9
249.8,183.3,310.2,374.6,474.4,521.3,562.7
250,183.2,310,374.4,474.1,521.2,562.3
250.2,183.1,309.9,374.2,473.9,520.9,562.1
250.4,183.2,309.9,374.1,473.8,520.7,561.8
250.6,182.9,309.7,373.8,473.4,520.4,561.7
250.8,182.8,309.7,373.6,473.2,520.1,561.4
251,182.7,309.4,373.5,473,519.9,561.1
251.2,182.6,309.5,373.3,472.8,519.8,560.8
251.4,182.5,309.1,373.2,472.6,519.5,560.6
251.6,182.6,309,373.1,472.5,519.3,560.2
251.8,182.5,309,372.9,472,518.9,559.9
252,182.3,308.6,372.6,472,518.8,559.8
252.2,182.3,308.6,372.4,471.8,518.5,559.6
252.4,182.2,308.4,372.4,471.5,518.2,559.3
252.6,182.2,308.5,372.1,471.2,518.1,558.9
252.8,182.1,308.3,372.1,471,517.9,558.7
253,182.1,308.1,371.8,470.7,517.6,558.5
253.2,182,308.1,371.7,470.7,517.3,558.2
253.4,181.7,307.9,371.5,470.3,517.1,558
253.6,181.9,307.7,371.3,470.1,516.8,557.7
253.8,181.8,307.5,371.2,469.9,516.5,557.5
254,181.8,307.5,371,469.7,516.3,557.1
254.2,181.7,307.2,370.9,469.5,516.2,557.1
254.4,181.6,307.2,370.6,469.3,515.9,556.7
254.6,181.5,307.1,370.4,469,515.5,556.5
254.8,181.3,306.8,370.3,468.9,515.4,556.1
255,181.2,306.7,370.2,468.8,515.1,555.9
255.2,181.2,306.5,369.9,468.5,514.9,555.7
255.4,181.1,306.5,369.7,468.1,514.6,555.5
255.6,181,306.4,369.6,468.1,514.6,555.1
255.8,181.1,306.2,369.4,467.8,514.3,554.9
256,181,306.2,369.3,467.6,514.1,554.6
256.2,181.1,306,369.1,467.5,513.8,554.4
256.4,180.8,305.9,369,467.2,513.6,554.2
256.6,180.7,305.7,368.9,467,513.4,553.9
256.8,180.6,305.4,368.6,466.8,513.3,553.7
257,180.7,305.3,368.6,466.5,513.1,553.4
257.2,180.7,305.1,368.4,466.4,512.8,553.1
257.4,180.5,305.1,368.3,466.1,512.7,552.8
257.6,180.5,305,368.2,466,512.5,552.6
257.8,180.4,304.8,367.9,465.8,512.2,552.2
258,180.2,304.6,367.7,465.4,512,552.2
258.2,180.3,304.6,367.7,465.3,511.9,551.9
258.4,180.2,304.3,367.4,465,511.5,551.7
258.6,180.2,304.3,367.4,464.8,511.6,551.4
258.8,180.1,304.1,367.1,464.6,511.2,551.1
259,180,304,367.1,464.5,511,551
259.2,180,304,366.9,464.3,510.8,550.7
259.4,179.9,303.7,366.7,464.1,510.5,550.5
259.6,179.8,303.6,366.6,463.8,510.3,550.1
259.8,179.8,303.5,366.4,463.7,510.2,550
260,179.7,303.3,366.3,463.6,510,549.7
260.2,179.6,303.2,366,463.3,509.6,549.5
260.4,179.6,303,365.9,463,509.4,549.3
260.6,179.4,302.9,365.8,462.9,509.1,548.9
260.8,179.5,302.7,365.6,462.7,509,548.8
261,179.3,302.6,365.4,462.4,508.7,548.5
261.2,179.2,302.6,365.3,462.1,508.6,548.2
261.4,179.2,302.4,365.2,462,508.5,547.9
261.6,179.1,302.2,365,461.9,508.2,547.7
261.8,179.1,302.1,364.8,461.6,507.9,547.5
262,179,301.9,364.7,461.4,507.6,547.2
262.2,179.1,301.9,364.6,461.1,507.5,547
262.4,178.9,301.7,364.3,461,507.1,546.8
262.6,178.9,301.6,364.1,460.7,507,546.4
262.8,178.7,301.5,363.9,460.4,506.7,546.4
263,178.6,301.2,363.9,460.3,506.6,546.1
263.2,178.7,301.3,363.8,460.1,506.3,545.9
263.4,178.6,301.1,363.7,459.8,506.2,545.7
263.6,178.6,301,363.5,459.7,505.9,545.5
263.8,178.5,300.9,363.4,459.5,505.6,545.2
264,178.4,300.6,363.1,459.4,505.3,545
264.2,178.3,300.5,363,459,505.3,544.7
264.4,178.3,300.3,362.8,458.8,505,544.5
264.6,178.2,300.2,362.6,458.6,504.8,544.3
264.8,178.1,300.2,362.5,458.4,504.6,544
265,178,300,362.4,458.2,504.4,543.7
265.2,178,299.8,362.1,458,504.1,543.6
265.4,178,299.8,361.9,457.8,503.9,543.3
265.6,177.8,299.7,361.9,457.7,503.8,543.1
265.8,177.9,299.5,361.7,457.4,503.5,542.9
266,177.7,299.4,361.6,457.2,503.2,542.6
266.2,177.6,299.3,361.4,457,503,542.4
266.4,177.6,299,361.2,456.8,502.9,542.1
266.6,177.4,299,361.1,456.6,502.8,541.9
266.8,177.3,298.9,360.9,456.3,502.4,541.7
267,177.4,298.8,360.8,456.2,502.1,541.6
267.2,177.3,298.6,360.6,455.8,502,541.3
267.4,177.3,298.5,360.5,455.8,501.7,541.2
267.6,177.2,298.5,360.3,455.5,501.5,540.8
267.8,177.1,298.2,360.1,455.3,501.3,540.5
268,176.9,298.3,360.1,455,501.3,540.3
268.2,176.9,298,359.9,454.8,500.9,540.2
268.4,176.7,297.9,359.8,454.7,500.7,539.8
268.6,176.7,297.8,359.5,454.6,500.5,539.5
268.8,176.8,297.6,359.3,454.3,500.4,539.4
269,176.5,297.6,359.2,454,500,539.1
269.2,176.6,297.4,359,453.8,499.7,538.9
269.4,176.4,297.3,359,453.7,499.6,538.6
269.6,176.3,297.2,358.7,453.5,499.4,538.5
269.8,176.2,297.2,358.5,453.2,499.3,538.3
270,176.1,297,358.4,453.1,498.9,538
270.2,176,296.9,358.3,453,498.8,537.7
270.4,176,296.7,358.1,452.7,498.6,537.6
270.6,176.1,296.7,357.9,452.6,498.2,537.2
270.8,175.9,296.3,357.8,452.4,498,537.1
271,175.8,296.3,357.6,452.2,497.9,536.8
271.2,175.7,296.2,357.5,452,497.6,536.6
271.4,175.7,296.1,357.2,451.7,497.5,536.5
271.6,175.6,296,357,451.5,497.3,536.1
271.8,175.6,295.8,357.1,451.3,497.2,535.9
272,175.5,295.7,356.8,451.3,496.9,535.7
272.2,175.5,295.6,356.5,451.1,496.7,535.4
272.4,175.5,295.5,356.4,450.9,496.5,535.3
272.6,175.3,295.3,356.3,450.7,496.2,535
272.8,175.3,295.3,356.1,450.3,496.1,534.7
273,175.2,295.1,355.9,450.4,495.7,534.4
273.2,175.1,295.1,355.9,450,495.6,534.4
273.4,175,294.7,355.8,449.9,495.4,534.1
273.6,174.9,294.7,355.6,449.7,495.1,533.9
273.8,174.9,294.6,355.4,449.5,494.9,533.5
274,174.9,294.5,355.2,449.2,494.8,533.4
274.2,174.9,294.4,355.1,449.1,494.6,533.1
274.4,174.7,294.3,354.9,448.9,494.2,533
274.6,174.5,294.1,354.7,448.8,494.2,532.7
274.8,174.5,294.1,354.5,448.5,493.9,532.6
275,174.5,293.8,354.4,448.3,493.7,532
275.2,174.4,293.8,354.1,448.3,493.6,532
275.4,174.3,293.8,354.1,448.1,493.3,531.8
275.6,174.2,293.5,353.9,447.9,492.9,531.5
275.8,174.1,293.3,353.8,447.5,492.7,531.3
276,174.1,293.2,353.6,447.4,492.5,531
276.2,174,293.1,353.4,447.2,492.3,530.9
276.4,174,293.1,353.5,447.1,492.1,530.7
276.6,173.8,293,353.2,446.9,491.9,530.4
276.8,173.8,292.9,353.1,446.8,491.7,530.2
277,173.8,292.6,352.9,446.6,491.5,529.9
277.2,173.6,292.7,352.8,446.3,491.3,529.9
277.4,173.4,292.5,352.6,446.1,491,529.5
277.6,173.4,292.4,352.3,446,490.8,529.3
277.8,173.4,292.3,352.3,445.7,490.8,529
278,173.2,292.1,352.1,445.5,490.4,528.9
278.2,173.2,292,352,445.4,490.2,528.5
278.4,173.1,291.8,351.8,445.1,489.9,528.3
278.6,173,291.7,351.6,445.1,489.9,528
278.8,173,291.7,351.5,444.8,489.4,528
279,173,291.5,351.4,444.6,489.2,527.6
279.2,172.8,291.4,351.2,444.5,489.1,527.5
279.4,172.7,291.3,351.2,444.2,488.9,527.3
279.6,172.7,291,350.9,444,488.6,527.1
279.8,172.6,291,350.8,443.9,488.6,526.7
280,172.7,290.8,350.5,443.5,488.2,526.5
280.2,172.5,290.7,350.4,443.5,488.1,526.2
280.4,172.5,290.6,350.4,443.3,487.8,526.1
280.6,172.2,290.5,350.2,443,487.6,525.9
280.8,172.4,290.4,350,443,487.4,525.8
281,172.3,290.3,349.9,442.7,487.3,525.4
281.2,172.2,290,349.7,442.5,486.9,525.1
281.4,172,289.9,349.5,442.3,486.9,525
281.6,172.1,289.9,349.4,442.1,486.6,524.6
281.8,172,289.8,349.2,442,486.3,524.4
282,171.8,289.5,349.2,441.8,486.2,524.3
282.2,171.9,289.5,349,441.6,485.9,524
282.4,171.9,289.4,348.8,441.2,485.7,523.8
282.6,171.8,289.1,348.7,441.3,485.6,523.6
282.8,171.7,289.1,348.4,440.9,485.4,523.4
283,171.7,289,348.3,440.9,485.2,523.1
283.2,171.6,288.8,348.2,440.5,485,523
283.4,171.6,288.7,348,440.5,484.6,522.7
283.6,171.4,288.5,347.8,440.2,484.6,522.5
283.8,171.4,288.4,347.6,440,484.4,522.2
284,171.3,288.4,347.8,439.9,484.2,522.1
284.2,171.2,288.1,347.4,439.8,484,521.9
284.4,171.1,288,347.2,439.4,483.9,521.6
284.6,171.2,287.9,347,439.2,483.5,521.3
284.8,171.1,287.8,346.9,439,483.4,521.2
285,171.1,287.6,346.8,438.9,483.3,520.9
285.2,170.9,287.7,346.7,438.7,482.9,520.6
285.4,170.8,287.5,346.4,438.4,482.6,520.5
285.6,170.8,287.4,346.2,438.3,482.5,520.2
285.8,170.8,287.2,346.2,438.1,482.2,519.9
286,170.7,287,346,437.9,482.2,519.8
286.2,170.6,287,345.8,437.6,482,519.6
286.4,170.6,286.8,345.7,437.5,481.7,519.4
286.6,170.5,286.8,345.5,437.4,481.5,519.2
286.8,170.5,286.6,345.3,437.1,481.3,519
287,170.4,286.6,345.2,436.9,481.1,518.7
287.2,170.2,286.5,345.1,436.7,481.1,518.4
287.4,170.1,286.4,344.8,436.5,480.9,518.2
287.6,170.3,286.1,344.7,436.3,480.6,518
287.8,170,286,344.6,436.1,480.3,517.9
288,170,286,344.3,436.1,480.2,517.6
288.2,169.9,285.8,344.3,435.9,479.9,517.4
288.4,170,285.7,344,435.6,479.7,517.1
288.6,169.7,285.5,344,435.6,479.5,516.9
288.8,169.7,285.4,343.7,435.3,479.3,516.6
289,169.5,285.4,343.5,435,479.2,516.5
289.2,169.5,285.3,343.4,434.8,479,516.2
289.4,169.5,285.2,343.3,434.7,478.7,516.1
289.6,169.4,285,343.1,434.6,478.5,515.8
289.8,169.1,284.9,342.9,434.3,478.3,515.6
290,169.3,284.7,342.9,434.1,478.1,515.5
290.2,169.1,284.7,342.6,434,478,515.3
290.4,169,284.6,342.4,433.8,477.8,514.9
290.6,169,284.3,342.2,433.5,477.6,514.7
290.8,168.9,284.2,342.3,433.5,477.4,514.5
291,169,284.1,342,433.2,477.1,514.4
291.2,168.8,284.1,341.9,433,477,514.2
291.4,168.7,283.9,341.7,432.8,476.8,513.9
291.6,168.7,283.8,341.5,432.7,476.6,513.7
291.8,168.7,283.8,341.3,432.5,476.4,513.5
292,168.7,283.6,341.1,432.3,476.2,513.3
292.2,168.6,283.3,341.1,432.2,476,512.8
292.4,168.4,283.2,340.9,432.1,475.9,512.8
292.6,168.5,283.1,340.7,431.8,475.6,512.6
292.8,168.3,282.9,340.6,431.7,475.3,512.5
293,168.2,282.9,340.4,431.5,475.2,512.3
293.2,168.2,282.7,340.2,431.3,475,511.9
293.4,168.2,282.6,340.3,431.2,474.8,511.7
293.6,168.1,282.4,339.9,431,474.6,511.6
293.8,168.1,282.4,339.9,430.8,474.5,511.3
294,167.9,282.3,339.7,430.6,474.3,511.1
294.2,167.9,282.1,339.5,430.3,474,511
294.4,167.9,282,339.5,430.3,473.9,510.7
294.6,167.8,281.9,339.3,430.1,473.6,510.4
294.8,167.6,281.7,339.2,429.9,473.5,510.3
295,167.7,281.7,338.9,429.7,473.2,510
295.2,167.6,281.5,338.9,429.5,472.9,509.8
295.4,167.5,281.4,338.7,429.3,472.7,509.6
295.6,167.4,281.2,338.5,429.2,472.5,509.5
295.8,167.5,281.1,338.4,429.1,472.4,509.2
296,167.3,281,338.3,428.8,472.2,508.9
296.2,167.2,280.9,338.1,428.7,472.1,508.7
296.4,167.2,280.7,337.9,428.5,471.8,508.7
296.6,167.1,280.6,337.8,428.2,471.5,508.3
296.8,167,280.5,337.7,428.1,471.4,508.1
297,167,280.3,337.5,427.9,471.3,507.9
297.2,166.9,280.2,337.4,427.7,471,507.6
297.4,166.9,280.1,337.3,427.6,470.9,507.4
297.6,166.9,280,337.1,427.4,470.7,507.3
297.8,166.7,279.7,337,427.2,470.5,507.1
298,166.7,279.7,336.8,427,470.2,506.8
298.2,166.7,279.6,336.7,426.9,470.2,506.5
298.4,166.7,279.7,336.6,426.8,469.9,506.4
298.6,166.3,279.3,336.4,426.5,469.6,506.2
298.8,166.3,279.3,336.3,426.3,469.4,505.9
299,166.2,279.1,336.2,426.2,469.3,505.8
299.2,166.1,279,336,426,469.1,505.6
299.4,166.1,278.8,335.8,425.8,468.8,505.4
299.6,166,278.6,335.7,425.8,468.6,505.1
299.8,165.9,278.6,335.7,425.5,468.5,505
300,165.9,278.3,335.5,425.4,468.3,504.9
300.2,165.8,278.3,335.4,425.2,468,504.5
300.4,165.8,278.2,335.3,425.1,467.9,504.4
300.6,165.6,278.2,335.1,424.8,467.7,504.2
300.8,165.7,278,335,424.6,467.5,504
301,165.5,277.8,334.7,424.5,467.3,503.7
301.2,165.4,277.6,334.6,424.2,467.2,503.5
301.4,165.3,277.7,334.4,424,467.1,503.3
301.6,165.3,277.3,334.4,423.8,466.7,503.1
301.8,165.4,277.2,334.2,423.6,466.5,502.9
302,165.3,277.2,334.3,423.6,466.3,502.6
302.2,165.1,277.2,333.9,423.4,466.1,502.5
302.4,165,277.1,333.9,423.3,465.9,502.2
302.6,165.1,276.8,333.6,423,465.8,502.1
302.8,165,276.7,333.5,422.8,465.6,501.9
303,164.9,276.6,333.3,422.7,465.4,501.6
303.2,165.1,276.5,333.3,422.5,465.3,501.5
303.4,164.8,276.3,333.1,422.3,465,501.3
303.6,164.8,276.2,333,422.2,464.8,501
303.8,164.6,276.1,332.8,422,464.7,500.8
304,164.6,276,332.6,421.7,464.5,500.6
304.2,164.6,275.9,332.6,421.6,464.3,500.5
304.4,164.6,275.8,332.5,421.3,464,500.2
304.6,164.5,275.7,332.2,421.3,463.9,500.1
304.8,164.5,275.4,332.1,421.1,463.7,499.8
305,164.4,275.4,332,420.9,463.4,499.6
305.2,164.3,275.3,332,420.7,463.3,499.4
305.4,164.3,275.2,331.8,420.6,463.1,499.4
305.6,164.1,275.2,331.7,420.5,462.8,499
305.8,164.1,275.1,331.4,420.4,462.7,498.8
306,164.1,274.8,331.3,420,462.7,498.7
306.2,163.9,274.7,331,420,462.2,498.3
306.4,163.9,274.6,330.9,419.7,462.2,498.3
306.6,164,274.5,330.8,419.5,462.1,497.9
306.8,163.8,274.3,330.7,419.4,461.7,497.7
307,163.8,274.1,330.6,419.3,461.5,497.6
307.2,163.8,274.1,330.4,419.1,461.4,497.3
307.4,163.7,274,330.3,418.8,461.2,497.2
307.6,163.6,273.9,330.2,418.7,461.1,496.9
307.8,163.6,273.8,330.1,418.6,460.8,496.6
308,163.4,273.6,330,418.4,460.7,496.6
308.2,163.4,273.5,329.7,418.2,460.4,496.4
308.4,163.3,273.4,329.4,418.1,460.2,496.2
308.6,163.2,273.3,329.4,417.9,460.2,495.9
308.8,163.3,273.3,329.2,417.6,460,495.8
309,163.1,273,329.1,417.6,459.8,495.5
309.2,163,272.9,329.1,417.3,459.5,495.4
309.4,163,272.8,328.9,417.1,459.4,495.2
309.6,163,272.7,328.7,416.9,459.2,495
309.8,162.9,272.6,328.5,416.9,459,494.8
310,162.8,272.5,328.5,416.8,458.8,494.4
310.2,162.7,272.5,328.4,416.5,458.6,494.3
310.4,162.7,272.3,328.1,416.3,458.5,494.2
310.6,162.5,272.2,327.9,416.1,458.2,493.9
310.8,162.6,272.1,327.8,415.9,458.1,493.8
311,162.6,272,327.8,415.8,458,493.6
311.2,162.5,271.9,327.6,415.6,457.6,493.3
311.4,162.4,271.8,327.6,415.5,457.4,493.1
311.6,162.3,271.7,327.2,415.3,457.3,492.9
311.8,162.3,271.8,327.1,415,457.1,492.7
312,162.4,271.4,327,415,456.9,492.5
312.2,162.2,271.4,326.9,414.8,456.7,492.3
312.4,162,271.3,326.8,414.6,456.5,492.1
312.6,162.1,271,326.6,414.4,456.3,491.9
312.8,161.9,271,326.5,414.3,456.2,491.8
313,161.9,271,326.4,414.1,455.9,491.6
313.2,161.9,270.9,326.3,414,455.7,491.4
313.4,161.9,270.8,326.1,413.8,455.6,491.1
313.6,161.9,270.6,326,413.5,455.5,490.9
313.8,161.6,270.5,325.8,413.4,455.1,490.8
314,161.6,270.3,325.6,413.3,455,490.4
314.2,161.6,270.3,325.7,413,454.7,490.4
314.4,161.2,270.1,325.5,412.9,454.7,490.3
314.6,161.3,270,325.3,412.8,454.5,490
314.8,161.3,269.9,325.1,412.6,454.3,489.8
315,161.1,269.9,325,412.4,454.1,489.7
315.2,161.2,269.8,324.9,412.2,453.8,489.4
315.4,161.1,269.5,324.8,412.1,453.7,489.2
315.6,161,269.4,324.5,411.8,453.6,489.1
315.8,161,269.3,324.4,411.8,453.4,488.8
316,160.8,269.2,324.3,411.6,453.1,488.7
316.2,160.8,269.1,324.2,411.6,453.1,488.6
316.4,160.8,268.9,324.1,411.3,452.8,488.3
