grado_celcius,grado_fahrenheit,grado_kelvin
-12625,-22693,-12351.85
-12620,-22684,-12346.85
-12615,-22675,-12341.85
-12610,-22666,-12336.85
-12605,-22657,-12331.85
-12600,-22648,-12326.85
-12595,-22639,-12321.85
-12590,-22630,-12316.85
-12585,-22621,-12311.85
-12580,-22612,-12306.85
-12575,-22603,-12301.85
-12570,-22594,-12296.85
-12565,-22585,-12291.85
-12560,-22576,-12286.85
-12555,-22567,-12281.85
-12550,-22558,-12276.85
-12545,-22549,-12271.85
-12540,-22540,-12266.85
-12535,-22531,-12261.85
-12530,-22522,-12256.85
-12525,-22513,-12251.85
-12520,-22504,-12246.85
-12515,-22495,-12241.85
-12510,-22486,-12236.85
-12505,-22477,-12231.85
-12500,-22468,-12226.85
-12495,-22459,-12221.85
-12490,-22450,-12216.85
-12485,-22441,-12211.85
-12480,-22432,-12206.85
-12475,-22423,-12201.85
-12470,-22414,-12196.85
-12465,-22405,-12191.85
-12460,-22396,-12186.85
-12455,-22387,-12181.85
-12450,-22378,-12176.85
-12445,-22369,-12171.85
-12440,-22360,-12166.85
-12435,-22351,-12161.85
-12430,-22342,-12156.85
-12425,-22333,-12151.85
-12420,-22324,-12146.85
-12415,-22315,-12141.85
-12410,-22306,-12136.85
-12405,-22297,-12131.85
-12400,-22288,-12126.85
-12395,-22279,-12121.85
-12390,-22270,-12116.85
-12385,-22261,-12111.85
-12380,-22252,-12106.85
-12375,-22243,-12101.85
-12370,-22234,-12096.85
-12365,-22225,-12091.85
-12360,-22216,-12086.85
-12355,-22207,-12081.85
-12350,-22198,-12076.85
-12345,-22189,-12071.85
-12340,-22180,-12066.85
-12335,-22171,-12061.85
-12330,-22162,-12056.85
-12325,-22153,-12051.85
-12320,-22144,-12046.85
-12315,-22135,-12041.85
-12310,-22126,-12036.85
-12305,-22117,-12031.85
-12300,-22108,-12026.85
-12295,-22099,-12021.85
-12290,-22090,-12016.85
-12285,-22081,-12011.85
-12280,-22072,-12006.85
-12275,-22063,-12001.85
-12270,-22054,-11996.85
-12265,-22045,-11991.85
-12260,-22036,-11986.85
-12255,-22027,-11981.85
-12250,-22018,-11976.85
-12245,-22009,-11971.85
-12240,-22000,-11966.85
-12235,-21991,-11961.85
-12230,-21982,-11956.85
-12225,-21973,-11951.85
-12220,-21964,-11946.85
-12215,-21955,-11941.85
-12210,-21946,-11936.85
-12205,-21937,-11931.85
-12200,-21928,-11926.85
-12195,-21919,-11921.85
-12190,-21910,-11916.85
-12185,-21901,-11911.85
-12180,-21892,-11906.85
-12175,-21883,-11901.85
-12170,-21874,-11896.85
-12165,-21865,-11891.85
-12160,-21856,-11886.85
-12155,-21847,-11881.85
-12150,-21838,-11876.85
-12145,-21829,-11871.85
-12140,-21820,-11866.85
-12135,-21811,-11861.85
-12130,-21802,-11856.85
-12125,-21793,-11851.85
-12120,-21784,-11846.85
-12115,-21775,-11841.85
-12110,-21766,-11836.85
-12105,-21757,-11831.85
-12100,-21748,-11826.85
-12095,-21739,-11821.85
-12090,-21730,-11816.85
-12085,-21721,-11811.85
-12080,-21712,-11806.85
-12075,-21703,-11801.85
-12070,-21694,-11796.85
-12065,-21685,-11791.85
-12060,-21676,-11786.85
-12055,-21667,-11781.85
-12050,-21658,-11776.85
-12045,-21649,-11771.85
-12040,-21640,-11766.85
-12035,-21631,-11761.85
-12030,-21622,-11756.85
-12025,-21613,-11751.85
-12020,-21604,-11746.85
-12015,-21595,-11741.85
-12010,-21586,-11736.85
-12005,-21577,-11731.85
-12000,-21568,-11726.85
-11995,-21559,-11721.85
-11990,-21550,-11716.85
-11985,-21541,-11711.85
-11980,-21532,-11706.85
-11975,-21523,-11701.85
-11970,-21514,-11696.85
-11965,-21505,-11691.85
-11960,-21496,-11686.85
-11955,-21487,-11681.85
-11950,-21478,-11676.85
-11945,-21469,-11671.85
-11940,-21460,-11666.85
-11935,-21451,-11661.85
-11930,-21442,-11656.85
-11925,-21433,-11651.85
-11920,-21424,-11646.85
-11915,-21415,-11641.85
-11910,-21406,-11636.85
-11905,-21397,-11631.85
-11900,-21388,-11626.85
-11895,-21379,-11621.85
-11890,-21370,-11616.85
-11885,-21361,-11611.85
-11880,-21352,-11606.85
-11875,-21343,-11601.85
-11870,-21334,-11596.85
-11865,-21325,-11591.85
-11860,-21316,-11586.85
-11855,-21307,-11581.85
-11850,-21298,-11576.85
-11845,-21289,-11571.85
-11840,-21280,-11566.85
-11835,-21271,-11561.85
-11830,-21262,-11556.85
-11825,-21253,-11551.85
-11820,-21244,-11546.85
-11815,-21235,-11541.85
-11810,-21226,-11536.85
-11805,-21217,-11531.85
-11800,-21208,-11526.85
-11795,-21199,-11521.85
-11790,-21190,-11516.85
-11785,-21181,-11511.85
-11780,-21172,-11506.85
-11775,-21163,-11501.85
-11770,-21154,-11496.85
-11765,-21145,-11491.85
-11760,-21136,-11486.85
-11755,-21127,-11481.85
-11750,-21118,-11476.85
-11745,-21109,-11471.85
-11740,-21100,-11466.85
-11735,-21091,-11461.85
-11730,-21082,-11456.85
-11725,-21073,-11451.85
-11720,-21064,-11446.85
-11715,-21055,-11441.85
-11710,-21046,-11436.85
-11705,-21037,-11431.85
-11700,-21028,-11426.85
-11695,-21019,-11421.85
-11690,-21010,-11416.85
-11685,-21001,-11411.85
-11680,-20992,-11406.85
-11675,-20983,-11401.85
-11670,-20974,-11396.85
-11665,-20965,-11391.85
-11660,-20956,-11386.85
-11655,-20947,-11381.85
-11650,-20938,-11376.85
-11645,-20929,-11371.85
-11640,-20920,-11366.85
-11635,-20911,-11361.85
-11630,-20902,-11356.85
-11625,-20893,-11351.85
-11620,-20884,-11346.85
-11615,-20875,-11341.85
-11610,-20866,-11336.85
-11605,-20857,-11331.85
-11600,-20848,-11326.85
-11595,-20839,-11321.85
-11590,-20830,-11316.85
-11585,-20821,-11311.85
-11580,-20812,-11306.85
-11575,-20803,-11301.85
-11570,-20794,-11296.85
-11565,-20785,-11291.85
-11560,-20776,-11286.85
-11555,-20767,-11281.85
-11550,-20758,-11276.85
-11545,-20749,-11271.85
-11540,-20740,-11266.85
-11535,-20731,-11261.85
-11530,-20722,-11256.85
-11525,-20713,-11251.85
-11520,-20704,-11246.85
-11515,-20695,-11241.85
-11510,-20686,-11236.85
-11505,-20677,-11231.85
-11500,-20668,-11226.85
-11495,-20659,-11221.85
-11490,-20650,-11216.85
-11485,-20641,-11211.85
-11480,-20632,-11206.85
-11475,-20623,-11201.85
-11470,-20614,-11196.85
-11465,-20605,-11191.85
-11460,-20596,-11186.85
-11455,-20587,-11181.85
-11450,-20578,-11176.85
-11445,-20569,-11171.85
-11440,-20560,-11166.85
-11435,-20551,-11161.85
-11430,-20542,-11156.85
-11425,-20533,-11151.85
-11420,-20524,-11146.85
-11415,-20515,-11141.85
-11410,-20506,-11136.85
-11405,-20497,-11131.85
-11400,-20488,-11126.85
-11395,-20479,-11121.85
-11390,-20470,-11116.85
-11385,-20461,-11111.85
-11380,-20452,-11106.85
-11375,-20443,-11101.85
-11370,-20434,-11096.85
-11365,-20425,-11091.85
-11360,-20416,-11086.85
-11355,-20407,-11081.85
-11350,-20398,-11076.85
-11345,-20389,-11071.85
-11340,-20380,-11066.85
-11335,-20371,-11061.85
-11330,-20362,-11056.85
-11325,-20353,-11051.85
-11320,-20344,-11046.85
-11315,-20335,-11041.85
-11310,-20326,-11036.85
-11305,-20317,-11031.85
-11300,-20308,-11026.85
-11295,-20299,-11021.85
-11290,-20290,-11016.85
-11285,-20281,-11011.85
-11280,-20272,-11006.85
-11275,-20263,-11001.85
-11270,-20254,-10996.85
-11265,-20245,-10991.85
-11260,-20236,-10986.85
-11255,-20227,-10981.85
-11250,-20218,-10976.85
-11245,-20209,-10971.85
-11240,-20200,-10966.85
-11235,-20191,-10961.85
-11230,-20182,-10956.85
-11225,-20173,-10951.85
-11220,-20164,-10946.85
-11215,-20155,-10941.85
-11210,-20146,-10936.85
-11205,-20137,-10931.85
-11200,-20128,-10926.85
-11195,-20119,-10921.85
-11190,-20110,-10916.85
-11185,-20101,-10911.85
-11180,-20092,-10906.85
-11175,-20083,-10901.85
-11170,-20074,-10896.85
-11165,-20065,-10891.85
-11160,-20056,-10886.85
-11155,-20047,-10881.85
-11150,-20038,-10876.85
-11145,-20029,-10871.85
-11140,-20020,-10866.85
-11135,-20011,-10861.85
-11130,-20002,-10856.85
-11125,-19993,-10851.85
-11120,-19984,-10846.85
-11115,-19975,-10841.85
-11110,-19966,-10836.85
-11105,-19957,-10831.85
-11100,-19948,-10826.85
-11095,-19939,-10821.85
-11090,-19930,-10816.85
-11085,-19921,-10811.85
-11080,-19912,-10806.85
-11075,-19903,-10801.85
-11070,-19894,-10796.85
-11065,-19885,-10791.85
-11060,-19876,-10786.85
-11055,-19867,-10781.85
-11050,-19858,-10776.85
-11045,-19849,-10771.85
-11040,-19840,-10766.85
-11035,-19831,-10761.85
-11030,-19822,-10756.85
-11025,-19813,-10751.85
-11020,-19804,-10746.85
-11015,-19795,-10741.85
-11010,-19786,-10736.85
-11005,-19777,-10731.85
-11000,-19768,-10726.85
-10995,-19759,-10721.85
-10990,-19750,-10716.85
-10985,-19741,-10711.85
-10980,-19732,-10706.85
-10975,-19723,-10701.85
-10970,-19714,-10696.85
-10965,-19705,-10691.85
-10960,-19696,-10686.85
-10955,-19687,-10681.85
-10950,-19678,-10676.85
-10945,-19669,-10671.85
-10940,-19660,-10666.85
-10935,-19651,-10661.85
-10930,-19642,-10656.85
-10925,-19633,-10651.85
-10920,-19624,-10646.85
-10915,-19615,-10641.85
-10910,-19606,-10636.85
-10905,-19597,-10631.85
-10900,-19588,-10626.85
-10895,-19579,-10621.85
-10890,-19570,-10616.85
-10885,-19561,-10611.85
-10880,-19552,-10606.85
-10875,-19543,-10601.85
-10870,-19534,-10596.85
-10865,-19525,-10591.85
-10860,-19516,-10586.85
-10855,-19507,-10581.85
-10850,-19498,-10576.85
-10845,-19489,-10571.85
-10840,-19480,-10566.85
-10835,-19471,-10561.85
-10830,-19462,-10556.85
-10825,-19453,-10551.85
-10820,-19444,-10546.85
-10815,-19435,-10541.85
-10810,-19426,-10536.85
-10805,-19417,-10531.85
-10800,-19408,-10526.85
-10795,-19399,-10521.85
-10790,-19390,-10516.85
-10785,-19381,-10511.85
-10780,-19372,-10506.85
-10775,-19363,-10501.85
-10770,-19354,-10496.85
-10765,-19345,-10491.85
-10760,-19336,-10486.85
-10755,-19327,-10481.85
-10750,-19318,-10476.85
-10745,-19309,-10471.85
-10740,-19300,-10466.85
-10735,-19291,-10461.85
-10730,-19282,-10456.85
-10725,-19273,-10451.85
-10720,-19264,-10446.85
-10715,-19255,-10441.85
-10710,-19246,-10436.85
-10705,-19237,-10431.85
-10700,-19228,-10426.85
-10695,-19219,-10421.85
-10690,-19210,-10416.85
-10685,-19201,-10411.85
-10680,-19192,-10406.85
-10675,-19183,-10401.85
-10670,-19174,-10396.85
-10665,-19165,-10391.85
-10660,-19156,-10386.85
-10655,-19147,-10381.85
-10650,-19138,-10376.85
-10645,-19129,-10371.85
-10640,-19120,-10366.85
-10635,-19111,-10361.85
-10630,-19102,-10356.85
-10625,-19093,-10351.85
-10620,-19084,-10346.85
-10615,-19075,-10341.85
-10610,-19066,-10336.85
-10605,-19057,-10331.85
-10600,-19048,-10326.85
-10595,-19039,-10321.85
-10590,-19030,-10316.85
-10585,-19021,-10311.85
-10580,-19012,-10306.85
-10575,-19003,-10301.85
-10570,-18994,-10296.85
-10565,-18985,-10291.85
-10560,-18976,-10286.85
-10555,-18967,-10281.85
-10550,-18958,-10276.85
-10545,-18949,-10271.85
-10540,-18940,-10266.85
-10535,-18931,-10261.85
-10530,-18922,-10256.85
-10525,-18913,-10251.85
-10520,-18904,-10246.85
-10515,-18895,-10241.85
-10510,-18886,-10236.85
-10505,-18877,-10231.85
-10500,-18868,-10226.85
-10495,-18859,-10221.85
-10490,-18850,-10216.85
-10485,-18841,-10211.85
-10480,-18832,-10206.85
-10475,-18823,-10201.85
-10470,-18814,-10196.85
-10465,-18805,-10191.85
-10460,-18796,-10186.85
-10455,-18787,-10181.85
-10450,-18778,-10176.85
-10445,-18769,-10171.85
-10440,-18760,-10166.85
-10435,-18751,-10161.85
-10430,-18742,-10156.85
-10425,-18733,-10151.85
-10420,-18724,-10146.85
-10415,-18715,-10141.85
-10410,-18706,-10136.85
-10405,-18697,-10131.85
-10400,-18688,-10126.85
-10395,-18679,-10121.85
-10390,-18670,-10116.85
-10385,-18661,-10111.85
-10380,-18652,-10106.85
-10375,-18643,-10101.85
-10370,-18634,-10096.85
-10365,-18625,-10091.85
-10360,-18616,-10086.85
-10355,-18607,-10081.85
-10350,-18598,-10076.85
-10345,-18589,-10071.85
-10340,-18580,-10066.85
-10335,-18571,-10061.85
-10330,-18562,-10056.85
-10325,-18553,-10051.85
-10320,-18544,-10046.85
-10315,-18535,-10041.85
-10310,-18526,-10036.85
-10305,-18517,-10031.85
-10300,-18508,-10026.85
-10295,-18499,-10021.85
-10290,-18490,-10016.85
-10285,-18481,-10011.85
-10280,-18472,-10006.85
-10275,-18463,-10001.85
-10270,-18454,-9996.85
-10265,-18445,-9991.85
-10260,-18436,-9986.85
-10255,-18427,-9981.85
-10250,-18418,-9976.85
-10245,-18409,-9971.85
-10240,-18400,-9966.85
-10235,-18391,-9961.85
-10230,-18382,-9956.85
-10225,-18373,-9951.85
-10220,-18364,-9946.85
-10215,-18355,-9941.85
-10210,-18346,-9936.85
-10205,-18337,-9931.85
-10200,-18328,-9926.85
-10195,-18319,-9921.85
-10190,-18310,-9916.85
-10185,-18301,-9911.85
-10180,-18292,-9906.85
-10175,-18283,-9901.85
-10170,-18274,-9896.85
-10165,-18265,-9891.85
-10160,-18256,-9886.85
-10155,-18247,-9881.85
-10150,-18238,-9876.85
-10145,-18229,-9871.85
-10140,-18220,-9866.85
-10135,-18211,-9861.85
-10130,-18202,-9856.85
-10125,-18193,-9851.85
-10120,-18184,-9846.85
-10115,-18175,-9841.85
-10110,-18166,-9836.85
-10105,-18157,-9831.85
-10100,-18148,-9826.85
-10095,-18139,-9821.85
-10090,-18130,-9816.85
-10085,-18121,-9811.85
-10080,-18112,-9806.85
-10075,-18103,-9801.85
-10070,-18094,-9796.85
-10065,-18085,-9791.85
-10060,-18076,-9786.85
-10055,-18067,-9781.85
-10050,-18058,-9776.85
-10045,-18049,-9771.85
-10040,-18040,-9766.85
-10035,-18031,-9761.85
-10030,-18022,-9756.85
-10025,-18013,-9751.85
-10020,-18004,-9746.85
-10015,-17995,-9741.85
-10010,-17986,-9736.85
-10005,-17977,-9731.85
-10000,-17968,-9726.85
-9995,-17959,-9721.85
-9990,-17950,-9716.85
-9985,-17941,-9711.85
-9980,-17932,-9706.85
-9975,-17923,-9701.85
-9970,-17914,-9696.85
-9965,-17905,-9691.85
-9960,-17896,-9686.85
-9955,-17887,-9681.85
-9950,-17878,-9676.85
-9945,-17869,-9671.85
-9940,-17860,-9666.85
-9935,-17851,-9661.85
-9930,-17842,-9656.85
-9925,-17833,-9651.85
-9920,-17824,-9646.85
-9915,-17815,-9641.85
-9910,-17806,-9636.85
-9905,-17797,-9631.85
-9900,-17788,-9626.85
-9895,-17779,-9621.85
-9890,-17770,-9616.85
-9885,-17761,-9611.85
-9880,-17752,-9606.85
-9875,-17743,-9601.85
-9870,-17734,-9596.85
-9865,-17725,-9591.85
-9860,-17716,-9586.85
-9855,-17707,-9581.85
-9850,-17698,-9576.85
-9845,-17689,-9571.85
-9840,-17680,-9566.85
-9835,-17671,-9561.85
-9830,-17662,-9556.85
-9825,-17653,-9551.85
-9820,-17644,-9546.85
-9815,-17635,-9541.85
-9810,-17626,-9536.85
-9805,-17617,-9531.85
-9800,-17608,-9526.85
-9795,-17599,-9521.85
-9790,-17590,-9516.85
-9785,-17581,-9511.85
-9780,-17572,-9506.85
-9775,-17563,-9501.85
-9770,-17554,-9496.85
-9765,-17545,-9491.85
-9760,-17536,-9486.85
-9755,-17527,-9481.85
-9750,-17518,-9476.85
-9745,-17509,-9471.85
-9740,-17500,-9466.85
-9735,-17491,-9461.85
-9730,-17482,-9456.85
-9725,-17473,-9451.85
-9720,-17464,-9446.85
-9715,-17455,-9441.85
-9710,-17446,-9436.85
-9705,-17437,-9431.85
-9700,-17428,-9426.85
-9695,-17419,-9421.85
-9690,-17410,-9416.85
-9685,-17401,-9411.85
-9680,-17392,-9406.85
-9675,-17383,-9401.85
-9670,-17374,-9396.85
-9665,-17365,-9391.85
-9660,-17356,-9386.85
-9655,-17347,-9381.85
-9650,-17338,-9376.85
-9645,-17329,-9371.85
-9640,-17320,-9366.85
-9635,-17311,-9361.85
-9630,-17302,-9356.85
-9625,-17293,-9351.85
-9620,-17284,-9346.85
-9615,-17275,-9341.85
-9610,-17266,-9336.85
-9605,-17257,-9331.85
-9600,-17248,-9326.85
-9595,-17239,-9321.85
-9590,-17230,-9316.85
-9585,-17221,-9311.85
-9580,-17212,-9306.85
-9575,-17203,-9301.85
-9570,-17194,-9296.85
-9565,-17185,-9291.85
-9560,-17176,-9286.85
-9555,-17167,-9281.85
-9550,-17158,-9276.85
-9545,-17149,-9271.85
-9540,-17140,-9266.85
-9535,-17131,-9261.85
-9530,-17122,-9256.85
-9525,-17113,-9251.85
-9520,-17104,-9246.85
-9515,-17095,-9241.85
-9510,-17086,-9236.85
-9505,-17077,-9231.85
-9500,-17068,-9226.85
-9495,-17059,-9221.85
-9490,-17050,-9216.85
-9485,-17041,-9211.85
-9480,-17032,-9206.85
-9475,-17023,-9201.85
-9470,-17014,-9196.85
-9465,-17005,-9191.85
-9460,-16996,-9186.85
-9455,-16987,-9181.85
-9450,-16978,-9176.85
-9445,-16969,-9171.85
-9440,-16960,-9166.85
-9435,-16951,-9161.85
-9430,-16942,-9156.85
-9425,-16933,-9151.85
-9420,-16924,-9146.85
-9415,-16915,-9141.85
-9410,-16906,-9136.85
-9405,-16897,-9131.85
-9400,-16888,-9126.85
-9395,-16879,-9121.85
-9390,-16870,-9116.85
-9385,-16861,-9111.85
-9380,-16852,-9106.85
-9375,-16843,-9101.85
-9370,-16834,-9096.85
-9365,-16825,-9091.85
-9360,-16816,-9086.85
-9355,-16807,-9081.85
-9350,-16798,-9076.85
-9345,-16789,-9071.85
-9340,-16780,-9066.85
-9335,-16771,-9061.85
-9330,-16762,-9056.85
-9325,-16753,-9051.85
-9320,-16744,-9046.85
-9315,-16735,-9041.85
-9310,-16726,-9036.85
-9305,-16717,-9031.85
-9300,-16708,-9026.85
-9295,-16699,-9021.85
-9290,-16690,-9016.85
-9285,-16681,-9011.85
-9280,-16672,-9006.85
-9275,-16663,-9001.85
-9270,-16654,-8996.85
-9265,-16645,-8991.85
-9260,-16636,-8986.85
-9255,-16627,-8981.85
-9250,-16618,-8976.85
-9245,-16609,-8971.85
-9240,-16600,-8966.85
-9235,-16591,-8961.85
-9230,-16582,-8956.85
-9225,-16573,-8951.85
-9220,-16564,-8946.85
-9215,-16555,-8941.85
-9210,-16546,-8936.85
-9205,-16537,-8931.85
-9200,-16528,-8926.85
-9195,-16519,-8921.85
-9190,-16510,-8916.85
-9185,-16501,-8911.85
-9180,-16492,-8906.85
-9175,-16483,-8901.85
-9170,-16474,-8896.85
-9165,-16465,-8891.85
-9160,-16456,-8886.85
-9155,-16447,-8881.85
-9150,-16438,-8876.85
-9145,-16429,-8871.85
-9140,-16420,-8866.85
-9135,-16411,-8861.85
-9130,-16402,-8856.85
-9125,-16393,-8851.85
-9120,-16384,-8846.85
-9115,-16375,-8841.85
-9110,-16366,-8836.85
-9105,-16357,-8831.85
-9100,-16348,-8826.85
-9095,-16339,-8821.85
-9090,-16330,-8816.85
-9085,-16321,-8811.85
-9080,-16312,-8806.85
-9075,-16303,-8801.85
-9070,-16294,-8796.85
-9065,-16285,-8791.85
-9060,-16276,-8786.85
-9055,-16267,-8781.85
-9050,-16258,-8776.85
-9045,-16249,-8771.85
-9040,-16240,-8766.85
-9035,-16231,-8761.85
-9030,-16222,-8756.85
-9025,-16213,-8751.85
-9020,-16204,-8746.85
-9015,-16195,-8741.85
-9010,-16186,-8736.85
-9005,-16177,-8731.85
-9000,-16168,-8726.85
-8995,-16159,-8721.85
-8990,-16150,-8716.85
-8985,-16141,-8711.85
-8980,-16132,-8706.85
-8975,-16123,-8701.85
-8970,-16114,-8696.85
-8965,-16105,-8691.85
-8960,-16096,-8686.85
-8955,-16087,-8681.85
-8950,-16078,-8676.85
-8945,-16069,-8671.85
-8940,-16060,-8666.85
-8935,-16051,-8661.85
-8930,-16042,-8656.85
-8925,-16033,-8651.85
-8920,-16024,-8646.85
-8915,-16015,-8641.85
-8910,-16006,-8636.85
-8905,-15997,-8631.85
-8900,-15988,-8626.85
-8895,-15979,-8621.85
-8890,-15970,-8616.85
-8885,-15961,-8611.85
-8880,-15952,-8606.85
-8875,-15943,-8601.85
-8870,-15934,-8596.85
-8865,-15925,-8591.85
-8860,-15916,-8586.85
-8855,-15907,-8581.85
-8850,-15898,-8576.85
-8845,-15889,-8571.85
-8840,-15880,-8566.85
-8835,-15871,-8561.85
-8830,-15862,-8556.85
-8825,-15853,-8551.85
-8820,-15844,-8546.85
-8815,-15835,-8541.85
-8810,-15826,-8536.85
-8805,-15817,-8531.85
-8800,-15808,-8526.85
-8795,-15799,-8521.85
-8790,-15790,-8516.85
-8785,-15781,-8511.85
-8780,-15772,-8506.85
-8775,-15763,-8501.85
-8770,-15754,-8496.85
-8765,-15745,-8491.85
-8760,-15736,-8486.85
-8755,-15727,-8481.85
-8750,-15718,-8476.85
-8745,-15709,-8471.85
-8740,-15700,-8466.85
-8735,-15691,-8461.85
-8730,-15682,-8456.85
-8725,-15673,-8451.85
-8720,-15664,-8446.85
-8715,-15655,-8441.85
-8710,-15646,-8436.85
-8705,-15637,-8431.85
-8700,-15628,-8426.85
-8695,-15619,-8421.85
-8690,-15610,-8416.85
-8685,-15601,-8411.85
-8680,-15592,-8406.85
-8675,-15583,-8401.85
-8670,-15574,-8396.85
-8665,-15565,-8391.85
-8660,-15556,-8386.85
-8655,-15547,-8381.85
-8650,-15538,-8376.85
-8645,-15529,-8371.85
-8640,-15520,-8366.85
-8635,-15511,-8361.85
-8630,-15502,-8356.85
-8625,-15493,-8351.85
-8620,-15484,-8346.85
-8615,-15475,-8341.85
-8610,-15466,-8336.85
-8605,-15457,-8331.85
-8600,-15448,-8326.85
-8595,-15439,-8321.85
-8590,-15430,-8316.85
-8585,-15421,-8311.85
-8580,-15412,-8306.85
-8575,-15403,-8301.85
-8570,-15394,-8296.85
-8565,-15385,-8291.85
-8560,-15376,-8286.85
-8555,-15367,-8281.85
-8550,-15358,-8276.85
-8545,-15349,-8271.85
-8540,-15340,-8266.85
-8535,-15331,-8261.85
-8530,-15322,-8256.85
-8525,-15313,-8251.85
-8520,-15304,-8246.85
-8515,-15295,-8241.85
-8510,-15286,-8236.85
-8505,-15277,-8231.85
-8500,-15268,-8226.85
-8495,-15259,-8221.85
-8490,-15250,-8216.85
-8485,-15241,-8211.85
-8480,-15232,-8206.85
-8475,-15223,-8201.85
-8470,-15214,-8196.85
-8465,-15205,-8191.85
-8460,-15196,-8186.85
-8455,-15187,-8181.85
-8450,-15178,-8176.85
-8445,-15169,-8171.85
-8440,-15160,-8166.85
-8435,-15151,-8161.85
-8430,-15142,-8156.85
-8425,-15133,-8151.85
-8420,-15124,-8146.85
-8415,-15115,-8141.85
-8410,-15106,-8136.85
-8405,-15097,-8131.85
-8400,-15088,-8126.85
-8395,-15079,-8121.85
-8390,-15070,-8116.85
-8385,-15061,-8111.85
-8380,-15052,-8106.85
-8375,-15043,-8101.85
-8370,-15034,-8096.85
-8365,-15025,-8091.85
-8360,-15016,-8086.85
-8355,-15007,-8081.85
-8350,-14998,-8076.85
-8345,-14989,-8071.85
-8340,-14980,-8066.85
-8335,-14971,-8061.85
-8330,-14962,-8056.85
-8325,-14953,-8051.85
-8320,-14944,-8046.85
-8315,-14935,-8041.85
-8310,-14926,-8036.85
-8305,-14917,-8031.85
-8300,-14908,-8026.85
-8295,-14899,-8021.85
-8290,-14890,-8016.85
-8285,-14881,-8011.85
-8280,-14872,-8006.85
-8275,-14863,-8001.85
-8270,-14854,-7996.85
-8265,-14845,-7991.85
-8260,-14836,-7986.85
-8255,-14827,-7981.85
-8250,-14818,-7976.85
-8245,-14809,-7971.85
-8240,-14800,-7966.85
-8235,-14791,-7961.85
-8230,-14782,-7956.85
-8225,-14773,-7951.85
-8220,-14764,-7946.85
-8215,-14755,-7941.85
-8210,-14746,-7936.85
-8205,-14737,-7931.85
-8200,-14728,-7926.85
-8195,-14719,-7921.85
-8190,-14710,-7916.85
-8185,-14701,-7911.85
-8180,-14692,-7906.85
-8175,-14683,-7901.85
-8170,-14674,-7896.85
-8165,-14665,-7891.85
-8160,-14656,-7886.85
-8155,-14647,-7881.85
-8150,-14638,-7876.85
-8145,-14629,-7871.85
-8140,-14620,-7866.85
-8135,-14611,-7861.85
-8130,-14602,-7856.85
-8125,-14593,-7851.85
-8120,-14584,-7846.85
-8115,-14575,-7841.85
-8110,-14566,-7836.85
-8105,-14557,-7831.85
-8100,-14548,-7826.85
-8095,-14539,-7821.85
-8090,-14530,-7816.85
-8085,-14521,-7811.85
-8080,-14512,-7806.85
-8075,-14503,-7801.85
-8070,-14494,-7796.85
-8065,-14485,-7791.85
-8060,-14476,-7786.85
-8055,-14467,-7781.85
-8050,-14458,-7776.85
-8045,-14449,-7771.85
-8040,-14440,-7766.85
-8035,-14431,-7761.85
-8030,-14422,-7756.85
-8025,-14413,-7751.85
-8020,-14404,-7746.85
-8015,-14395,-7741.85
-8010,-14386,-7736.85
-8005,-14377,-7731.85
-8000,-14368,-7726.85
-7995,-14359,-7721.85
-7990,-14350,-7716.85
-7985,-14341,-7711.85
-7980,-14332,-7706.85
-7975,-14323,-7701.85
-7970,-14314,-7696.85
-7965,-14305,-7691.85
-7960,-14296,-7686.85
-7955,-14287,-7681.85
-7950,-14278,-7676.85
-7945,-14269,-7671.85
-7940,-14260,-7666.85
-7935,-14251,-7661.85
-7930,-14242,-7656.85
-7925,-14233,-7651.85
-7920,-14224,-7646.85
-7915,-14215,-7641.85
-7910,-14206,-7636.85
-7905,-14197,-7631.85
-7900,-14188,-7626.85
-7895,-14179,-7621.85
-7890,-14170,-7616.85
-7885,-14161,-7611.85
-7880,-14152,-7606.85
-7875,-14143,-7601.85
-7870,-14134,-7596.85
-7865,-14125,-7591.85
-7860,-14116,-7586.85
-7855,-14107,-7581.85
-7850,-14098,-7576.85
-7845,-14089,-7571.85
-7840,-14080,-7566.85
-7835,-14071,-7561.85
-7830,-14062,-7556.85
-7825,-14053,-7551.85
-7820,-14044,-7546.85
-7815,-14035,-7541.85
-7810,-14026,-7536.85
-7805,-14017,-7531.85
-7800,-14008,-7526.85
-7795,-13999,-7521.85
-7790,-13990,-7516.85
-7785,-13981,-7511.85
-7780,-13972,-7506.85
-7775,-13963,-7501.85
-7770,-13954,-7496.85
-7765,-13945,-7491.85
-7760,-13936,-7486.85
-7755,-13927,-7481.85
-7750,-13918,-7476.85
-7745,-13909,-7471.85
-7740,-13900,-7466.85
-7735,-13891,-7461.85
-7730,-13882,-7456.85
-7725,-13873,-7451.85
-7720,-13864,-7446.85
-7715,-13855,-7441.85
-7710,-13846,-7436.85
-7705,-13837,-7431.85
-7700,-13828,-7426.85
-7695,-13819,-7421.85
-7690,-13810,-7416.85
-7685,-13801,-7411.85
-7680,-13792,-7406.85
-7675,-13783,-7401.85
-7670,-13774,-7396.85
-7665,-13765,-7391.85
-7660,-13756,-7386.85
-7655,-13747,-7381.85
-7650,-13738,-7376.85
-7645,-13729,-7371.85
-7640,-13720,-7366.85
