edad,trabajo,estado_civil ,educacion,total_hijos,credito_sin_pago,prestamo_vivienda,prestamo_personal,valor_prestamo,dias_ultimo_pago,tarjetas_credito,contacto,mes,dia_semana,duracion_ultimo_contacto,dias_ultimo_contacto,anterior_contacto,numero_empleados,si_no
50,2,1,8,0,0,1,0,122770,0,3,1,8,22,1398,40,0,1630,0
43,10,2,4,0,0,1,0,395570,0,0,2,6,33,184,29,0,304,0
33,10,1,5,8,0,1,0,59480,0,3,1,4,11,59,89,0,134,0
35,2,1,5,7,0,0,0,0,0,1,2,6,33,344,0,0,1389,0
32,10,1,4,0,0,0,0,0,0,2,1,5,55,158,0,1,541,0
50,8,1,5,7,0,0,0,0,0,4,2,5,22,268,0,0,409,0
39,1,2,8,4,0,0,0,0,0,3,1,7,44,99,0,0,880,0
47,6,2,3,1,-1,1,1,408049,0,5,1,7,11,431,40,0,384,0
39,1,1,7,1,0,0,0,0,0,5,1,6,11,208,0,0,704,0
42,2,2,4,4,0,0,0,0,0,2,1,11,55,249,0,0,1947,0
78,6,1,8,0,0,1,0,425535,0,2,1,7,33,87,48,0,398,1
30,2,1,3,6,0,1,0,375234,0,4,1,7,33,55,26,0,994,0
43,4,1,2,4,0,0,1,199844,0,0,1,7,33,697,48,0,1649,0
46,1,2,7,6,0,0,0,0,0,3,1,6,22,119,0,0,1970,0
26,10,1,7,2,0,1,0,94845,0,3,1,7,44,290,10,0,1072,0
45,1,1,3,5,0,0,1,165870,0,2,1,7,55,268,68,0,618,0
51,2,1,2,6,-1,0,0,0,0,0,1,7,11,200,0,0,567,0
35,1,1,5,1,-1,0,0,0,0,5,1,5,55,585,0,0,55,1
50,1,1,5,4,0,0,0,0,0,3,2,11,11,117,0,0,115,0
52,5,3,7,5,-1,0,0,0,0,4,2,6,22,43,0,0,484,0
57,4,1,2,2,0,0,0,0,0,4,2,6,33,101,0,0,1443,0
35,2,2,6,8,0,1,0,87927,0,3,1,5,11,265,88,1,1058,1
58,1,3,7,3,0,1,0,147462,0,4,2,8,44,688,8,0,481,0
41,2,1,2,8,0,1,0,418916,0,3,2,5,22,1529,45,0,1346,0
37,2,3,4,8,0,1,0,477414,0,3,1,5,22,304,19,0,1341,0
44,2,1,8,3,0,1,0,483294,0,5,2,6,33,151,21,0,889,0
30,1,1,5,4,0,0,0,0,0,0,1,7,22,935,0,0,1619,0
47,8,1,5,7,-1,1,1,230949,0,3,2,6,33,55,73,0,1195,0
50,3,1,7,8,-1,1,0,58713,0,2,1,11,11,77,83,1,1357,0
33,1,2,7,7,0,0,0,0,0,4,1,8,55,38,0,0,492,0
35,10,1,4,7,0,0,0,0,0,2,2,5,44,504,0,0,878,0
32,10,2,7,6,0,0,1,217047,0,5,1,8,44,65,41,0,99,0
25,9,2,7,0,0,1,1,165522,0,0,2,9,11,131,84,0,70,0
28,7,2,7,1,0,0,0,0,0,3,1,6,11,373,0,0,972,0
38,2,3,5,7,0,0,0,0,0,4,2,6,22,329,0,0,843,0
30,8,1,6,4,0,0,1,416333,0,5,2,7,44,172,55,0,250,0
40,8,1,6,5,-1,1,0,349923,0,1,1,7,44,1206,25,0,789,0
36,1,3,7,5,0,1,0,341945,0,0,2,5,44,309,7,0,792,0
35,2,1,6,6,0,0,0,0,0,3,2,6,55,15,0,0,920,0
37,7,1,7,1,0,0,0,0,0,1,2,6,11,133,0,0,847,0
40,10,1,4,1,0,1,0,165563,0,1,1,8,44,156,89,0,566,0
60,6,1,7,2,-1,1,0,84135,0,4,2,5,22,245,3,0,438,0
88,6,1,2,0,0,0,0,0,0,0,1,9,11,127,0,0,1046,0
45,2,3,2,5,-1,1,0,306067,0,4,1,7,55,120,17,0,350,0
57,1,3,5,0,-1,1,0,271420,0,2,1,7,22,162,79,0,280,0
49,10,3,5,6,0,0,0,0,0,1,1,7,44,124,0,0,1403,0
30,1,2,7,0,0,0,0,0,0,2,1,4,44,224,0,0,1572,1
29,1,1,7,1,0,1,0,496266,0,0,1,12,11,116,15,1,1359,0
38,1,1,3,4,0,0,1,47376,0,2,2,11,11,204,23,0,1302,0
53,11,1,3,7,-1,0,0,0,0,4,1,7,11,273,0,0,1326,0
36,1,2,7,8,-1,0,0,0,0,4,2,5,33,117,0,0,319,0
51,2,1,5,3,0,1,0,297608,0,1,1,11,11,69,29,0,1172,0
36,1,3,7,6,0,0,0,0,0,1,2,5,44,33,0,0,525,0
29,1,3,4,3,0,0,1,488695,0,0,1,11,33,1435,61,1,605,0
62,3,1,7,3,0,0,0,0,0,0,1,9,22,170,0,1,533,1
39,1,1,7,8,0,1,0,154552,0,0,1,7,44,79,26,0,575,0
33,8,2,5,3,0,0,0,0,0,3,1,11,22,105,0,1,1658,0
33,10,2,8,5,0,0,0,0,0,3,1,11,33,313,0,0,1816,0
52,3,3,5,7,0,0,0,0,0,0,2,5,11,314,0,0,1754,0
32,1,2,5,2,0,1,0,486095,0,5,2,6,33,1199,4,0,1374,1
30,1,2,7,3,0,1,0,259293,0,3,2,6,44,316,6,0,1128,0
36,2,1,3,3,0,0,0,0,0,0,1,7,44,201,0,0,1559,0
55,6,1,2,1,0,1,0,372234,0,3,1,7,33,498,37,0,1413,0
42,4,2,2,2,-1,1,0,134199,0,0,2,5,22,662,0,0,652,0
47,2,1,5,4,-1,0,0,0,0,3,2,5,22,269,0,0,413,0
58,10,1,4,5,-1,1,0,221072,0,5,2,6,55,16,68,0,210,0
40,5,1,7,1,0,1,0,499205,0,0,1,11,55,106,44,0,1056,0
56,10,3,3,5,0,1,0,480390,0,1,1,7,11,120,3,0,1784,0
57,1,2,5,5,0,1,0,343911,0,1,1,8,44,479,74,0,417,1
57,10,1,4,5,0,1,0,169087,0,1,1,5,11,190,4,0,445,0
35,1,1,5,8,0,1,0,412708,0,2,1,4,33,1190,57,0,1359,1
30,2,2,6,7,0,0,0,0,0,2,1,5,11,74,0,0,1573,0
37,2,2,6,7,-1,0,0,0,0,5,2,5,44,96,0,0,1335,0
46,4,1,2,1,0,0,0,0,0,1,2,5,33,336,0,0,703,0
33,1,1,7,5,0,0,0,0,0,5,2,5,11,96,0,0,1406,0
38,8,2,5,1,-1,1,0,172701,0,5,2,5,11,85,68,0,1215,0
55,2,1,6,1,0,1,0,455091,0,0,1,11,11,277,71,0,1552,0
50,5,1,5,8,-1,0,0,0,0,0,2,6,11,65,0,0,437,0
46,7,1,7,7,0,1,0,307643,0,1,1,8,33,165,45,0,1399,0
49,7,3,7,5,0,1,0,93927,0,1,1,7,33,126,0,0,367,0
63,6,1,5,3,0,0,0,0,0,3,1,10,33,1386,0,0,1924,0
38,10,2,4,5,-1,0,0,0,0,3,2,5,33,474,0,0,357,0
40,2,1,2,1,-1,0,1,226414,0,2,2,7,44,29,73,0,1777,0
37,8,1,5,3,0,1,1,12466,0,5,1,5,44,436,3,0,112,0
31,11,1,6,6,0,1,0,394277,0,3,1,5,55,201,12,1,1499,0
48,8,1,5,1,-1,1,0,417174,0,3,2,5,33,243,90,0,1644,0
36,1,1,7,0,-1,1,0,419686,0,5,1,8,22,361,9,0,1710,0
30,1,2,7,8,0,0,0,0,0,5,1,6,44,323,0,0,1071,1
53,3,2,6,3,0,0,0,0,0,3,2,5,22,144,0,0,838,0
48,11,1,2,3,0,1,1,325801,0,3,2,5,44,56,3,0,525,0
30,1,3,7,6,0,0,1,203932,0,5,1,11,22,198,42,0,894,0
36,8,1,5,5,0,1,0,257083,0,4,2,5,44,399,5,0,1891,0
34,5,1,2,3,0,1,0,279907,0,4,1,5,44,124,8,0,1261,0
32,10,1,4,2,0,1,1,255294,0,1,2,5,44,105,74,0,845,0
52,2,1,2,2,-1,0,0,0,0,4,1,8,44,82,0,0,763,0
76,5,1,8,2,0,0,0,0,0,0,1,9,55,879,0,0,288,1
29,2,2,3,2,0,1,1,475141,0,4,1,4,44,1410,59,1,1504,0
32,10,1,7,7,0,1,0,110281,0,1,1,8,22,815,5,0,711,1
45,3,1,7,1,-1,1,0,11857,0,0,2,11,33,278,3,0,1074,0
39,1,1,7,0,-1,0,0,0,0,4,2,5,55,302,0,0,443,0
46,2,3,6,8,0,0,0,0,0,5,2,5,33,418,0,0,1325,0
26,8,3,3,2,0,0,0,0,0,1,2,5,33,281,0,0,1150,0
41,7,1,5,7,0,0,0,0,0,2,2,6,44,340,0,0,1589,0
30,5,1,7,1,0,0,1,352534,0,3,1,11,22,89,76,1,1572,0
39,1,1,4,8,0,0,0,0,0,3,2,10,22,219,0,0,1600,0
28,1,1,7,7,0,1,0,396285,0,2,2,5,55,101,77,0,1232,0
38,8,2,6,4,0,0,1,152468,0,0,1,5,22,515,18,1,1645,1
54,2,3,2,1,-1,0,0,0,0,1,2,6,55,124,0,0,1674,0
34,10,1,4,2,0,1,0,484269,0,5,1,5,55,81,76,0,1582,0
24,8,2,5,6,-1,1,0,191425,0,1,1,5,44,263,56,1,702,0
54,5,3,7,8,0,1,0,451626,0,1,2,6,22,183,36,0,749,0
57,1,3,5,6,0,1,0,326580,0,3,1,4,55,97,49,0,1205,0
33,10,1,5,2,0,0,1,303435,0,4,1,8,44,401,50,0,465,1
32,10,1,7,1,0,1,0,431209,0,2,1,6,33,123,77,1,1949,0
51,11,1,5,2,0,1,0,478817,0,1,1,9,33,657,78,0,1745,0
35,10,2,4,4,0,0,0,0,0,1,2,6,33,394,0,0,361,0
30,1,2,7,3,0,1,1,55883,0,1,1,5,11,22,87,0,280,0
35,10,3,4,4,0,0,1,22580,0,3,2,5,55,102,72,0,1591,0
46,5,1,5,8,-1,0,0,0,0,1,1,7,44,103,0,0,922,0
53,1,1,7,7,0,0,0,0,0,5,2,7,55,120,0,0,1307,0
49,10,1,4,5,-1,1,1,151764,0,4,1,8,11,148,39,0,587,0
42,1,1,7,6,0,1,0,495135,0,3,1,8,33,334,90,0,1353,0
28,1,2,7,0,0,1,0,339550,0,4,1,5,11,442,21,1,1211,1
31,1,1,7,7,0,1,0,336841,0,2,2,11,22,174,42,0,1722,0
41,8,3,5,6,0,1,1,219896,0,3,2,5,33,60,68,0,1118,0
33,1,1,7,6,0,0,0,0,0,1,2,5,22,194,0,0,1349,0
50,2,1,6,4,-1,0,0,0,0,0,2,5,44,77,0,0,1308,0
51,1,1,6,0,-1,1,0,301287,0,5,2,6,55,114,69,0,1699,0
28,10,2,5,3,0,1,0,400653,0,0,1,7,22,445,75,0,29,0
37,2,1,2,6,-1,1,0,447720,0,3,1,5,11,170,51,2,617,0
40,2,3,8,3,0,1,0,346534,0,4,2,5,33,110,87,0,1960,0
38,10,1,7,3,0,1,0,247106,0,3,1,8,22,178,7,0,1228,0
44,1,1,7,1,0,1,0,118866,0,1,1,5,22,203,41,0,259,0
27,2,2,3,2,0,0,0,0,0,4,1,7,44,326,0,0,1872,0
30,5,1,7,2,0,0,0,0,0,5,1,5,44,162,0,0,833,0
53,3,1,2,8,-1,1,0,19792,0,1,1,8,55,150,82,0,1095,0
29,2,2,3,1,0,0,0,0,0,1,2,11,55,69,0,0,973,0
30,1,1,7,7,0,0,0,0,0,3,1,11,44,248,0,0,1395,0
48,1,1,2,8,0,1,0,378761,0,2,1,4,55,224,56,2,1980,0
33,10,3,4,6,0,0,0,0,0,5,2,5,11,1218,0,0,1612,1
45,5,1,7,1,0,0,1,33553,0,2,1,7,44,542,17,0,224,0
24,9,2,2,6,0,0,0,0,0,0,1,7,55,159,0,0,1274,0
43,10,2,7,8,0,0,0,0,0,3,1,4,44,64,0,0,327,0
50,1,1,5,7,0,0,0,0,0,1,1,11,22,87,0,0,1299,0
37,10,1,4,5,0,1,0,44205,0,0,1,11,22,850,87,0,257,0
57,10,2,7,1,-1,1,0,20598,0,5,1,8,33,107,70,0,966,0
32,10,1,5,7,0,1,0,395917,0,4,1,5,11,329,16,0,1032,0
39,2,1,3,3,-1,0,0,0,0,0,1,5,11,1232,0,0,1400,1
35,5,1,4,5,0,0,0,0,0,1,2,5,33,373,0,0,1541,0
45,2,3,6,1,0,1,0,300459,0,3,2,5,33,455,90,0,985,0
41,2,1,6,1,0,1,0,19808,0,3,1,7,44,473,5,0,399,0
29,2,1,6,2,0,0,0,0,0,3,2,5,33,304,0,0,1473,0
41,2,3,6,8,-1,0,0,0,0,1,2,6,11,294,0,0,1590,0
52,10,1,4,4,0,0,0,0,0,1,1,7,44,71,0,0,1409,0
32,10,1,4,1,0,0,0,0,0,5,1,10,33,486,0,0,966,1
23,2,1,6,4,0,1,0,305486,0,0,1,5,33,413,55,1,1320,0
36,2,1,8,0,-1,0,0,0,0,2,2,6,33,456,0,0,272,0
43,2,1,5,1,0,1,0,286530,0,0,1,5,55,48,53,0,317,0
36,4,1,2,5,0,0,0,0,0,5,2,6,11,152,0,0,76,0
49,6,1,2,2,0,0,0,0,0,2,2,6,11,93,0,0,610,0
49,2,3,8,8,-1,1,0,112382,0,0,1,7,33,206,74,0,289,0
57,10,3,8,0,0,0,0,0,0,3,2,5,22,137,0,0,871,0
66,6,1,4,3,0,0,0,0,0,5,1,3,22,177,0,1,309,1
58,8,1,5,5,0,1,0,390274,0,3,1,7,55,72,84,0,460,0
35,2,1,6,6,0,1,0,437591,0,5,2,5,22,93,71,0,544,0
47,8,3,5,3,0,0,0,0,0,1,2,5,33,421,0,0,1405,0
50,1,1,7,7,0,0,0,0,0,2,1,6,11,269,0,1,233,1
38,2,1,2,4,-1,1,0,482193,0,0,1,4,44,258,46,1,237,0
55,10,1,5,7,-1,1,0,451965,0,2,1,11,33,285,59,0,1046,0
44,10,3,4,5,0,0,0,0,0,1,1,8,33,157,0,0,202,0
30,2,2,6,1,0,1,0,282224,0,5,1,11,44,145,58,0,1115,0
29,2,1,6,1,0,0,0,0,0,0,1,5,55,202,0,0,1119,0
33,2,1,2,4,0,1,0,121802,0,5,2,7,33,157,76,0,1800,0
36,10,1,4,6,0,0,1,484466,0,2,2,6,44,247,90,0,45,0
50,8,1,5,6,0,0,0,0,0,4,1,7,22,301,0,0,421,0
33,1,1,7,6,0,1,0,79259,0,0,1,11,22,510,52,1,646,0
42,10,3,7,1,0,0,0,0,0,0,2,5,22,190,0,0,1846,0
35,10,1,7,5,0,1,0,16791,0,5,1,8,22,614,0,0,1,0
36,8,1,5,8,-1,0,0,0,0,5,2,6,33,90,0,0,844,0
47,8,3,2,3,-1,0,0,0,0,2,1,7,33,67,0,0,1331,0
54,10,3,7,0,0,0,0,0,0,3,1,8,55,90,0,1,1836,0
39,7,1,2,4,-1,1,0,53179,0,2,2,5,33,177,57,0,1784,0
31,2,2,2,4,0,0,0,0,0,2,2,6,44,590,0,0,1901,1
47,10,1,7,5,0,0,0,0,0,0,1,8,33,1642,0,0,1656,1
33,5,1,7,4,0,1,0,355137,0,3,1,11,11,681,81,0,1790,0
52,10,1,5,3,0,1,1,173391,0,2,1,8,33,165,15,0,786,0
28,3,1,6,5,0,1,0,416747,0,4,2,6,22,1848,90,0,1308,1
25,1,1,5,3,0,1,0,20855,0,5,2,6,55,534,27,0,1942,0
45,1,3,7,7,0,0,1,242077,0,3,2,9,33,173,29,0,1538,0
55,2,1,2,0,-1,0,0,0,0,1,2,6,11,184,0,0,977,0
32,2,1,6,0,0,-1,-1,0,0,1,2,5,44,276,0,0,139,0
52,5,1,7,7,0,1,1,336229,0,3,1,11,11,172,28,0,1467,0
27,1,2,7,4,0,0,0,0,0,3,1,7,22,1237,0,0,1774,1
37,8,1,5,8,0,1,0,210630,0,3,1,7,11,91,71,0,472,0
41,4,2,2,7,-1,1,0,10661,0,0,1,7,11,385,19,0,1185,0
39,10,3,4,4,0,0,1,263324,0,4,1,5,33,83,29,0,960,0
30,9,2,7,1,0,1,0,433124,0,3,1,5,11,90,50,0,638,0
46,11,3,4,2,-1,1,0,119274,0,1,1,7,11,221,56,0,957,0
30,2,2,2,6,0,0,0,0,0,0,2,5,33,59,0,0,1868,0
40,10,3,5,8,0,1,1,325998,0,4,1,11,33,243,50,1,179,0
47,10,1,4,2,0,1,0,69640,0,3,1,8,33,49,62,0,406,0
32,1,2,8,6,0,1,1,219584,0,0,1,5,55,38,3,1,699,0
32,11,1,7,3,0,1,0,180055,0,3,1,8,44,85,13,0,1530,0
52,1,3,7,5,0,1,0,253274,0,3,1,11,55,65,77,0,402,0
27,1,2,5,0,0,0,0,0,0,2,1,7,22,297,0,0,493,0
42,8,3,5,6,-1,0,0,0,0,3,2,5,33,185,0,0,112,0
26,9,2,7,7,0,1,0,176269,0,2,1,7,11,134,88,0,799,0
42,7,1,7,1,0,0,0,0,0,4,1,7,11,243,0,0,1826,0
46,1,1,5,7,0,1,0,482943,0,4,1,11,22,154,19,0,443,0
29,8,1,5,7,0,1,0,256560,0,2,1,5,22,172,76,0,936,0
46,1,1,7,0,0,0,0,0,0,4,1,11,44,358,0,1,929,0
58,3,3,4,0,0,1,0,33618,0,2,1,5,44,165,77,2,1846,0
59,3,1,6,8,0,0,0,0,0,2,2,5,44,200,0,0,1784,0
38,5,1,7,2,0,1,1,78480,0,3,1,7,44,68,54,0,270,0
41,1,3,7,2,0,1,0,35916,0,2,1,11,44,168,35,0,65,0
30,5,1,7,0,0,1,0,322720,0,2,1,10,22,1226,88,0,1025,1
25,2,2,5,8,0,1,0,101697,0,5,2,5,55,139,20,0,49,0
44,2,3,2,3,0,0,0,0,0,3,2,7,33,71,0,0,149,0
47,2,3,2,2,-1,0,0,0,0,4,1,5,22,178,0,1,1452,0
73,6,1,7,5,0,0,0,0,0,2,1,11,55,160,0,0,1361,1
36,10,3,4,3,0,1,0,293306,0,4,1,8,11,282,9,0,2,0
37,10,1,7,3,0,1,1,374475,0,0,2,5,33,298,34,0,730,0
38,10,1,7,8,0,1,0,320107,0,2,1,8,22,95,50,0,1484,0
27,1,2,5,0,0,1,0,409323,0,4,2,7,55,41,19,0,416,0
35,7,1,7,3,0,-1,-1,0,0,2,2,5,11,167,0,0,948,0
69,6,1,7,7,0,1,0,256357,0,3,1,4,44,616,88,0,568,1
43,5,1,7,7,-1,0,0,0,0,5,1,4,44,176,0,0,1685,0
33,1,2,5,4,-1,1,0,331082,0,5,1,11,22,215,22,0,1971,0
49,5,1,7,5,0,0,0,0,0,0,1,7,11,549,0,0,318,0
32,1,2,7,1,0,0,0,0,0,0,1,7,44,792,0,0,1637,0
55,4,1,7,8,0,1,0,172069,0,3,1,7,33,705,5,0,160,0
44,2,2,6,5,0,1,0,298019,0,1,1,5,11,536,3,1,923,1
24,9,2,5,6,0,1,1,226509,0,4,1,8,55,44,42,1,1739,0
36,3,1,7,6,-1,0,0,0,0,4,2,5,22,152,0,0,748,0
30,10,2,4,4,0,0,0,0,0,1,2,5,22,70,0,0,1834,0
39,1,2,4,4,0,1,0,194182,0,2,1,5,11,97,41,1,156,0
25,10,2,7,0,0,0,0,0,0,1,1,7,22,460,0,0,1228,1
27,9,2,6,7,0,1,1,42788,0,4,1,5,11,775,23,0,737,1
30,10,2,5,5,0,1,1,211498,0,2,1,5,55,124,18,1,1422,0
31,2,1,3,6,0,0,0,0,0,5,1,7,33,421,0,0,683,0
33,7,1,7,6,0,0,0,0,0,2,1,8,11,425,0,0,313,0
26,7,2,7,4,0,0,0,0,0,5,1,5,33,161,0,1,1126,0
39,3,2,3,3,0,1,0,225223,0,3,2,5,44,77,18,0,1431,0
38,10,1,7,1,0,0,0,0,0,0,1,6,33,539,0,0,739,1
31,1,1,7,7,0,1,0,94636,0,5,1,9,44,193,55,0,1032,1
57,2,3,6,8,0,1,0,130175,0,0,1,11,11,221,80,0,593,0
31,8,2,6,6,0,0,0,0,0,4,2,5,22,674,0,0,1615,0
48,7,3,7,7,0,0,0,0,0,5,1,8,55,222,0,0,166,1
38,2,3,6,2,0,0,0,0,0,0,1,7,55,128,0,0,394,0
32,1,2,7,1,0,1,0,328790,0,1,1,4,44,495,66,0,1985,1
42,1,1,5,0,-1,0,0,0,0,0,1,11,11,119,0,0,528,0
24,9,2,8,1,0,1,1,125814,0,0,1,6,22,124,80,1,714,0
46,4,1,5,7,0,1,0,349712,0,3,1,8,55,258,9,0,355,0
58,11,1,4,1,-1,1,0,109737,0,3,1,8,44,147,44,0,1427,0
38,2,1,6,5,0,0,0,0,0,5,2,6,55,693,0,0,1939,1
33,1,1,7,4,0,0,0,0,0,2,1,5,55,89,0,0,492,0
40,1,2,7,5,0,0,0,0,0,4,1,11,33,267,0,0,1065,0
42,12,1,7,4,0,0,1,124573,0,5,1,7,33,255,24,0,1523,0
36,8,1,5,5,0,0,0,0,0,5,2,5,22,168,0,0,1878,0
40,8,2,3,6,0,0,0,0,0,2,1,11,44,107,0,0,762,0
33,7,1,6,5,-1,1,0,178406,0,4,1,7,44,151,87,0,1522,0
60,6,1,7,5,0,1,0,331512,0,2,1,12,55,55,74,0,912,0
34,1,1,7,8,0,1,0,425892,0,4,2,5,55,103,62,0,1059,0
29,1,2,7,4,0,0,0,0,0,0,2,6,11,109,0,0,599,0
34,1,1,7,2,0,1,1,411518,0,2,1,8,11,87,9,0,1363,0
60,5,1,2,3,-1,0,0,0,0,1,1,5,55,65,0,0,1536,0
35,9,2,7,3,-1,0,0,0,0,2,2,6,55,10,0,0,628,0
32,10,3,6,2,0,0,0,0,0,0,1,4,11,105,0,0,1668,0
37,8,1,5,4,0,0,0,0,0,1,1,5,22,378,0,0,907,0
27,1,2,5,6,0,1,0,273376,0,2,1,7,44,130,49,0,1212,0
55,1,1,8,6,0,1,1,60264,0,2,1,11,44,591,78,0,923,0
46,1,1,7,7,0,1,1,259961,0,2,1,7,33,129,78,0,958,0
51,2,1,2,3,0,1,1,234188,0,0,2,6,11,184,27,0,122,0
39,8,1,5,1,0,0,1,481979,0,2,1,11,55,104,70,0,1006,0
32,5,2,7,2,-1,1,0,307467,0,3,1,5,11,61,74,1,228,0
44,8,3,5,2,-1,0,0,0,0,0,2,5,33,220,0,0,320,0
54,11,1,6,6,0,1,0,456342,0,1,1,10,33,200,22,0,541,1
32,8,2,8,0,-1,0,0,0,0,2,1,7,22,981,0,0,1645,1
32,11,3,5,0,0,0,0,0,0,5,1,11,33,194,0,0,109,0
54,4,1,2,7,-1,0,0,0,0,5,1,7,11,125,0,0,1624,0
47,2,1,2,5,0,1,0,244618,0,3,1,5,33,569,90,0,898,0
32,1,2,7,6,0,1,0,44177,0,4,1,7,44,250,87,1,1144,0
29,1,2,5,1,0,1,0,39815,0,0,2,5,22,1052,49,0,214,0
39,1,1,7,8,0,1,0,72221,0,3,1,8,44,90,49,0,248,0
41,10,1,4,7,0,0,0,0,0,0,1,8,11,203,0,0,1311,0
59,6,1,3,8,0,1,0,218407,0,5,1,7,22,807,18,0,1636,0
65,6,1,2,5,0,-1,-1,0,0,3,1,4,22,106,0,0,1354,1
41,1,1,5,2,0,0,1,34291,0,1,2,5,11,863,80,0,1185,0
57,5,1,6,8,-1,1,0,444271,0,1,2,6,11,30,12,0,973,0
32,10,2,7,6,0,0,0,0,0,3,1,8,33,132,0,0,990,0
46,1,1,5,0,0,0,0,0,0,3,2,8,33,231,0,0,1149,1
24,10,2,4,4,0,0,0,0,0,5,1,7,33,98,0,0,196,0
26,10,2,7,0,0,1,0,43696,0,4,1,7,55,806,31,2,1893,1
35,10,1,4,8,0,0,0,0,0,3,1,8,22,441,0,0,462,1
37,1,1,5,1,0,0,0,0,0,5,2,5,22,316,0,0,1909,0
34,2,1,2,1,0,0,0,0,0,2,2,6,22,404,0,0,1991,0
42,6,1,6,8,-1,1,0,349587,0,5,2,5,44,180,42,0,1825,0
32,2,1,7,7,0,0,0,0,0,1,1,7,22,212,0,0,195,0
35,10,2,4,3,0,1,0,479024,0,0,1,6,22,187,73,2,535,1
61,1,1,7,8,0,1,1,355814,0,3,2,8,33,425,38,2,765,1
33,10,2,7,6,0,1,1,144762,0,5,1,6,33,203,78,0,82,0
43,2,2,2,5,-1,1,0,51351,0,2,2,5,11,225,23,0,866,0
41,2,1,6,1,0,0,0,0,0,2,1,5,33,309,0,1,1576,0
58,5,1,8,3,0,0,0,0,0,1,1,11,11,114,0,0,1949,0
29,1,2,7,3,0,0,0,0,0,3,2,4,55,48,0,0,1673,0
50,1,1,6,2,0,0,0,0,0,5,1,8,44,84,0,0,1817,0
58,2,1,2,2,0,1,0,70254,0,5,2,5,44,184,57,0,1866,0
38,10,1,7,3,0,1,0,213028,0,5,1,5,11,78,58,1,442,0
31,2,1,6,7,0,1,0,379865,0,5,2,6,44,91,38,0,477,0
36,1,2,7,7,0,1,0,322102,0,3,2,5,22,521,87,0,1413,1
32,7,2,7,3,0,1,0,317620,0,3,1,12,11,205,31,1,629,1
52,10,3,4,6,-1,1,0,191104,0,1,2,6,11,56,89,0,1250,0
47,1,3,7,4,-1,0,0,0,0,2,1,11,11,213,0,0,973,0
30,10,2,5,6,0,0,0,0,0,4,1,4,55,285,0,0,1107,0
33,10,1,7,8,0,0,0,0,0,2,1,8,44,75,0,0,1562,0
47,10,1,7,1,-1,0,0,0,0,0,1,8,55,215,0,0,1657,0
42,2,1,6,0,0,0,0,0,0,5,1,7,55,143,0,0,112,0
32,2,1,2,0,0,0,0,0,0,5,2,9,33,606,0,4,1564,1
52,2,2,6,6,-1,1,0,75603,0,3,2,5,22,202,40,0,1507,0
35,2,1,5,2,0,1,0,141189,0,1,1,7,11,85,49,0,537,0
25,1,1,5,1,0,1,0,454724,0,5,2,7,11,29,59,0,1094,0
21,2,2,6,7,0,-1,-1,0,0,3,1,7,33,208,0,0,1986,0
33,2,1,3,3,0,1,0,190574,0,4,2,6,11,685,1,0,1981,0
44,2,3,4,4,0,0,0,0,0,1,1,7,44,66,0,0,315,0
45,2,1,2,8,-1,0,0,0,0,5,1,8,55,191,0,0,1074,0
31,1,4,5,8,0,0,0,0,0,1,2,5,11,182,0,0,1136,0
32,2,1,3,8,0,1,1,413425,0,4,1,4,55,205,4,1,1017,0
39,1,2,7,5,0,0,0,0,0,3,1,5,44,189,0,0,1741,0
25,2,1,5,2,0,0,1,490096,0,3,2,6,33,29,41,0,693,0
37,2,1,8,7,0,0,0,0,0,5,2,5,22,390,0,0,867,0
36,2,1,6,0,0,1,1,351818,0,5,1,11,22,130,55,0,365,0
35,1,1,5,6,0,1,0,321786,0,3,1,5,44,60,2,2,1057,0
41,1,1,6,3,-1,1,0,409463,0,0,2,6,44,85,14,0,2,0
24,8,2,5,5,0,1,1,70098,0,0,2,6,11,183,42,0,1277,0
43,2,1,3,0,0,1,0,213595,0,0,1,6,11,131,47,1,1004,1
52,2,1,8,7,-1,1,0,61251,0,5,2,6,44,60,72,0,1299,0
39,2,1,6,4,0,1,0,382850,0,2,2,5,22,29,14,0,966,0
26,8,2,5,4,0,1,0,158346,0,4,1,7,11,509,65,0,1851,0
38,4,2,5,5,0,1,0,21270,0,3,1,3,55,422,88,1,441,1
35,8,1,3,4,0,1,0,109584,0,0,1,5,11,136,3,1,1096,0
56,11,1,4,0,0,0,0,0,0,3,1,9,55,1551,0,2,1732,0
25,9,2,5,1,0,0,0,0,0,1,1,6,11,485,0,0,603,1
31,1,2,7,1,0,1,0,153615,0,2,2,11,33,98,72,0,1582,0
24,10,2,4,1,0,1,0,407127,0,1,1,7,11,607,71,1,665,1
38,8,3,3,0,0,-1,-1,0,0,1,1,5,22,351,0,0,604,0
56,6,1,7,1,0,1,0,486370,0,5,1,11,33,968,38,3,970,1
53,1,3,7,6,0,1,0,173669,0,0,1,7,33,240,34,0,1359,0
36,10,2,4,1,0,1,0,365256,0,0,1,8,44,474,18,0,618,1
51,2,1,6,2,-1,1,0,349280,0,0,2,5,44,1178,42,0,1168,1
50,5,3,7,1,0,1,0,159674,0,0,1,11,55,183,37,1,1276,0
33,8,2,5,6,0,-1,-1,0,0,0,2,5,55,271,0,0,48,0
48,2,1,6,1,0,1,0,467606,0,1,1,8,22,100,18,0,1103,0
